430.67, 35.8257972, -106.6556308, 2103.61613743
432.61, 35.8258307, -106.6556466, 2103.68620149
439.88, 35.8258692, -106.6556678, 2103.73627267
261.57, 35.8258637, -106.6557171, 2103.78622063
0.77, 35.8257677, -106.6556902, 2103.83602234
0.77, 35.8257215, -106.6556638, 2103.78593768
0.77, 35.8256982, -106.6556562, 2103.68589041
3.06, 35.8256876, -106.6556465, 2103.8458739
366.4, 35.8256895, -106.6556818, 2103.70585
413.59, 35.8257128, -106.6556835, 2103.69590199
433.37, 35.8257749, -106.6557252, 2103.51601082
430.72, 35.8257854, -106.655731, 2103.83603022
431.2, 35.8257888, -106.6557361, 2103.61603392
433.66, 35.8258103, -106.655743, 2103.68607763
437.26, 35.8258194, -106.6557469, 2103.63609535
430.76, 35.8258279, -106.6557667, 2103.74609897
429.61, 35.8258067, -106.6557776, 2103.7860417
430.53, 35.8257754, -106.6557575, 2103.76598611
431.74, 35.8257486, -106.6557486, 2103.89593187
442.41, 35.8256952, -106.6557202, 2104.09583231
428.84, 35.8256791, -106.6557481, 2103.50577311
425.5, 35.8256978, -106.6557646, 2103.56580273
434.17, 35.8257496, -106.6557977, 2103.75589486
435.32, 35.8257773, -106.6558136, 2103.85594557
437.85, 35.8257861, -106.6558519, 2103.95593508
440.48, 35.8257753, -106.6558976, 2103.58587378
436.83, 35.8257711, -106.6559051, 2103.62585816
437.69, 35.8257679, -106.6559143, 2103.61584347
437.41, 35.8257639, -106.6559304, 2102.07582143
434.9, 35.8257681, -106.6559386, 2100.42582449
435.66, 35.825761, -106.6559383, 2098.87580847
440.42, 35.8257452, -106.655962, 2097.62575332
458.44, 35.8256607, -106.6560603, 2092.50548115
436.12, 35.8256551, -106.6560696, 2088.12546088
436.2, 35.8256573, -106.6560744, 2086.85546208
436.68, 35.8256529, -106.656072, 2085.96545392
436.5, 35.8256544, -106.6560751, 2083.06545488
437.19, 35.8256563, -106.6560724, 2081.49546139
437.16, 35.8256535, -106.6560726, 2080.35545481
